strategy,repo,implementation_id,run_profile,provenance,repair_class,eligibility_status,direction,logic,speed,complexity,exit_style,dca,informative,timeframe,stoploss,regime_hypothesis,measured,dropped_at,os_total,os_market,beats_bh,os_trades,indicators
BeastBotXBLR6,PeetCrypto/freqtrade-stuff,BeastBotXBLR6:6d69bee2722b,spot_long,original,,ineligible,long_only,breakout,scalp,complex,custom+roi,False,True,5m,-0.99,transition+high_vol,True,G6_lookahead,101.29,346.34,False,519,ATR|CCI|EMA|MFI|ROC|RSI|SMA|STOCHRSI|bollinger_bands|williams_r
BeastBotXBLR7,PeetCrypto/freqtrade-stuff,BeastBotXBLR7:04d791eadbd1,spot_long,original,,ineligible,long_only,breakout,scalp,complex,custom+roi,False,True,5m,-0.99,transition+high_vol,True,G3_is_sig,143.37,346.34,False,458,ATR|CCI|EMA|MFI|ROC|RSI|SMA|STOCHRSI|bollinger_bands|williams_r
BigZ04,PeetCrypto/freqtrade-stuff,BigZ04:94482f9f9aca,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,62.59,346.34,False,954,EMA|MACD|RSI|bollinger_bands
BigZ04_TSL3,PeetCrypto/freqtrade-stuff,BigZ04_TSL3:49aae7693602,spot_long,original,,pending_diagnostics,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,-70.77,346.34,False,1187,ATR|EMA|MACD|RSI|bollinger_bands
BinClucMadDevelop,PeetCrypto/freqtrade-stuff,BinClucMadDevelop:89456c771a80,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,high_vol,False,G0_measured,,,,,ATR|EMA|MFI|RSI|SMA|bollinger_bands
CoreStrategy,PeetCrypto/freqtrade-stuff,CoreStrategy:12335f6e4b6d,spot_long,original,,ineligible,long_only,breakout,scalp,complex,custom+trailing+roi,False,True,5m,-0.228,transition+high_vol,False,G0_measured,,,,,ATR|EMA|MFI|RSI|SMA|bollinger_bands
BinHV27,PeetCrypto/freqtrade-stuff,BinHV27:62b8250f065c,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.5,bull,True,G2_is_pos,-73.94,346.34,False,8932,ADX|EMA|MINUS_DI|PLUS_DI|RSI|SMA
BlueEyes_MPP_v1,PeetCrypto/freqtrade-stuff,BlueEyes_MPP_v1:76b7b90abb59,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,roi,False,True,5m,-0.1,bull,False,G0_measured,,,,,EMA
BreakEven,PeetCrypto/freqtrade-stuff,BreakEven:8ebcd502377e,spot_long,original,,ineligible,long_only,unclear,scalp,simple,roi,False,False,5m,-0.05,undetermined,False,G0_measured,,,,,
BuyAllSellAllStrategy,PeetCrypto/freqtrade-stuff,BuyAllSellAllStrategy:26ef4042d8ca,spot_long,original,,ineligible,long_only,unclear,scalp,simple,custom,False,False,5m,-0.25,undetermined,True,G2_is_pos,-96.57,346.34,False,13509,
CCIStrategy,PeetCrypto/freqtrade-stuff,CCIStrategy:b0c297deb321,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,roi,False,False,1m,-0.02,range,True,G2_is_pos,-88.51,347.94,False,9880,CCI|MFI|RSI|SMA|bollinger_bands
CMCWinner,PeetCrypto/freqtrade-stuff,CMCWinner:3cf873558c07,spot_long,original,,pending_diagnostics,long_only,mean_reversion,intraday,simple,roi,False,False,15m,-0.05,range,True,G2_is_pos,-73.87,345.85,False,4999,CCI|CMO|MFI
Chained,PeetCrypto/freqtrade-stuff,Chained:8a12dc00a307,spot_long,original,,ineligible,long_only,unclear,unknown,moderate,custom+roi,False,True,,-0.99,undetermined,False,G0_measured,,,,,
Chispei,PeetCrypto/freqtrade-stuff,Chispei:f16650c34f6c,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,roi,False,False,,-0.32336,bull,False,G0_measured,,,,,MOM|SMA
Cluc4werk,PeetCrypto/freqtrade-stuff,Cluc4werk:9f4e7aaa4084,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,trailing+roi,False,True,1m,-0.02055,bull,True,G2_is_pos,-88.12,347.94,False,2747,EMA|ROCR|bollinger_bands
Cluc5werk,PeetCrypto/freqtrade-stuff,Cluc5werk:177d8129f421,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,trailing+roi,False,True,1m,-0.22405,bull,True,G3_is_sig,367.91,347.94,True,1744,EMA|ROCR|bollinger_bands
Cluc7werk,PeetCrypto/freqtrade-stuff,Cluc7werk:ab01a4950e79,spot_long,repaired,class1,pending_diagnostics,long_only,volatility,scalp,simple,trailing+roi,False,True,1m,-0.02,high_vol,True,G0_measured,,,,,BBANDS|EMA|RSI
ClucCrypROI,PeetCrypto/freqtrade-stuff,ClucCrypROI:34f2adcd1b6c,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,trailing+roi,False,True,15m,-0.32238,bull,False,G0_measured,,,,,ADX|AROON|BBANDS|EMA|RSI|SAR
ClucCrypSlow,PeetCrypto/freqtrade-stuff,ClucCrypSlow:2d6888947f19,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,trailing+roi,False,True,15m,-0.32238,bull,False,G0_measured,,,,,ADX|AROON|BBANDS|EMA|RSI
ClucFiatROI,PeetCrypto/freqtrade-stuff,ClucFiatROI:8373aa7b2eb7,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,trailing+roi,False,True,5m,-0.34299,bull,True,G2_is_pos,206.7,346.34,False,4734,BBANDS|EMA|RSI|SAR
ClucFiatSlow,PeetCrypto/freqtrade-stuff,ClucFiatSlow:e4f094baf517,spot_long,original,,ineligible,long_only,volatility,scalp,simple,trailing+roi,False,True,5m,-0.34299,high_vol,True,G2_is_pos,206.7,346.34,False,4734,BBANDS|EMA|RSI
ClucHAnix,PeetCrypto/freqtrade-stuff,ClucHAnix:acdf6026a23b,spot_long,repaired,class1,pending_diagnostics,long_only,momentum,scalp,simple,trailing+roi,False,True,1m,-0.23144,bull,True,G0_measured,,,,,EMA|ROCR|RSI|bollinger_bands
ClucHAnix_5m1,PeetCrypto/freqtrade-stuff,ClucHAnix_5m1:b360b019fc39,spot_long,original,,pending_diagnostics,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G3_is_sig,-11.52,346.34,False,2376,EMA|ROCR|RSI|bollinger_bands
ClucHAnix_5m,PeetCrypto/freqtrade-stuff,ClucHAnix_5m:1d891b45265a,spot_long,original,,pending_diagnostics,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G6_lookahead,111.99,346.34,False,2190,EMA|ROCR|RSI|bollinger_bands
ClucHAnix_BB_RPB,PeetCrypto/freqtrade-stuff,ClucHAnix_BB_RPB:364e1b08627a,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,1m,-0.99,bull,False,G0_measured,,,,,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
ClucHAnix_BB_RPB_HO2,PeetCrypto/freqtrade-stuff,ClucHAnix_BB_RPB_HO2:634a4ca04069,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,1m,-0.99,bull,False,G0_measured,,,,,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
ClucHAnix_BB_RPB_MOD,PeetCrypto/freqtrade-stuff,ClucHAnix_BB_RPB_MOD:80a156eb3105,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,1m,-0.99,bull,False,G0_measured,,,,,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
ClucHAnix5m,PeetCrypto/freqtrade-stuff,ClucHAnix5m:c953429441da,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
ClucHAnix_BB_RPB_MOD_trailing_buy,PeetCrypto/freqtrade-stuff,ClucHAnix_BB_RPB_MOD_trailing_buy:008305386e9f,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
ClucHAnix_hhll,PeetCrypto/freqtrade-stuff,ClucHAnix_hhll:fc4bbf923d0a,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G6_lookahead,87.57,346.34,False,1811,EMA|ROCR|RSI|SMA|bollinger_bands|vwma
ClucHAwerk,PeetCrypto/freqtrade-stuff,ClucHAwerk:57f7650eee2e,spot_long,repaired,class1,pending_diagnostics,long_only,trend_following,scalp,simple,trailing+roi,False,True,1m,-0.02139,bull,True,G0_measured,,,,,EMA|ROCR|bollinger_bands
ClucMay72018,PeetCrypto/freqtrade-stuff,ClucMay72018:8318baa109a4,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.05,bull,True,G2_is_pos,-36.0,346.34,False,1909,ADX|EMA|MACD|RSI|bollinger_bands
CofiBitStrategy,PeetCrypto/freqtrade-stuff,CofiBitStrategy:22bda2594f7f,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.25,bull,True,G2_is_pos,-96.68,346.34,False,20015,ADX|EMA|STOCHF
CombinedBinHAndCluc,PeetCrypto/freqtrade-stuff,CombinedBinHAndCluc:ac3ab1a70862,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.05,bull,True,G2_is_pos,65.05,346.34,False,2675,EMA|bollinger_bands
CombinedBinHAndCluc2021,PeetCrypto/freqtrade-stuff,CombinedBinHAndCluc2021:f3fed45418a9,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,simple,roi,False,False,5m,-0.09,high_vol,True,G2_is_pos,177.94,346.34,False,2445,EMA|RSI|bollinger_bands
CombinedBinHAndCluc2021Bull,PeetCrypto/freqtrade-stuff,CombinedBinHAndCluc2021Bull:1e9664a5c649,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,simple,roi,False,False,5m,-0.09,high_vol,True,G2_is_pos,-4.85,346.34,False,2930,EMA|RSI|bollinger_bands
CombinedBinHAndClucV2,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV2:df6a01ba2c9a,spot_long,original,,ineligible,long_only,breakout,scalp,simple,roi,False,True,5m,-0.05,transition+high_vol,True,G3_is_sig,37.03,346.34,False,521,ATR|EMA|MFI|STOCHRSI|bollinger_bands
CombinedBinHAndClucV4,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV4:5b63903cd9dc,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+trailing+roi,False,False,5m,-0.99,bull,True,G2_is_pos,119.13,346.34,False,2172,EMA|bollinger_bands
CombinedBinHAndClucV5,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV5:4b0ae1dd6e31,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+trailing+roi,False,False,5m,-0.99,bull,True,G2_is_pos,121.65,346.34,False,2188,EMA|bollinger_bands
CombinedBinHAndClucV6,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV6:7ee4bea1ad00,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,simple,custom+trailing+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,40.31,346.34,False,1319,ATR|EMA|RSI|bollinger_bands
CombinedBinHAndClucV6H,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV6H:fe550b05a056,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,high_vol,False,G0_measured,,,,,ATR|EMA|RSI|bollinger_bands
CombinedBinHAndClucV7,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV7:d16ea1c3384e,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,60.21,346.34,False,678,ATR|EMA|MFI|RSI|SMA|bollinger_bands
CombinedBinHAndClucV8,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV8:43b43b5cfdfe,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,68.51,346.34,False,672,ATR|EMA|MFI|RSI|SMA|bollinger_bands
CombinedBinHAndClucV8Hyper,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV8Hyper:83df28a8955a,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,62.89,346.34,False,956,ATR|EMA|MFI|RSI|SMA|bollinger_bands
CombinedBinHAndClucV8XH,PeetCrypto/freqtrade-stuff,CombinedBinHAndClucV8XH:c31f2e1a690f,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,38.78,346.34,False,477,ATR|EMA|MFI|RSI|SMA|bollinger_bands
CombinedBinHClucAndMADV3,PeetCrypto/freqtrade-stuff,CombinedBinHClucAndMADV3:4ca3200a239b,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,simple,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,222.21,346.34,False,1291,EMA|RSI|bollinger_bands
CombinedBinHClucAndMADV6,PeetCrypto/freqtrade-stuff,CombinedBinHClucAndMADV6:5a2e13597c2e,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,simple,custom+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,123.7,346.34,False,1270,ATR|EMA|RSI|bollinger_bands
CombinedBinHClucAndMADV9,PeetCrypto/freqtrade-stuff,CombinedBinHClucAndMADV9:3a3c2c36f9c9,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,124.23,346.34,False,2094,ATR|EMA|RSI|bollinger_bands
Combined_NFIv6_SMA,PeetCrypto/freqtrade-stuff,Combined_NFIv6_SMA:65188d2eb9f2,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+trailing+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,187.48,346.34,False,712,EMA|MFI|RSI|SMA|bollinger_bands
CrossEMAStrategy,PeetCrypto/freqtrade-stuff,CrossEMAStrategy:28bc245bdb58,spot_long,original,,ineligible,long_only,unclear,intraday,moderate,roi,False,True,1h,-0.99,undetermined,True,G3_is_sig,662.4,348.67,True,3235,
CryptoFrog,PeetCrypto/freqtrade-stuff,CryptoFrog:9df6d7dfa478,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.085,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogHO,PeetCrypto/freqtrade-stuff,CryptoFrogHO:84156f3c5c36,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.13,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogHO2,PeetCrypto/freqtrade-stuff,CryptoFrogHO2:1fa719dcd8ce,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.13,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogHO2A,PeetCrypto/freqtrade-stuff,CryptoFrogHO2A:847539efa083,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.13,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogHO3A1,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A1:0797316a9dd6,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.299,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogHO3A2,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A2:534aa9e9bbc1,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.239,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogHO3A3,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A3:2a4d958d77b8,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.299,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogHO3A4,PeetCrypto/freqtrade-stuff,CryptoFrogHO3A4:d1ef173efa7d,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.299,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogNFI,PeetCrypto/freqtrade-stuff,CryptoFrogNFI:2683be32b043,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.299,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogNFI2,PeetCrypto/freqtrade-stuff,CryptoFrogNFI2:7382d6068b5e,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.299,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogNFIHO1A,PeetCrypto/freqtrade-stuff,CryptoFrogNFIHO1A:5c97e4fad3b8,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.299,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
CryptoFrogOffset,PeetCrypto/freqtrade-stuff,CryptoFrogOffset:8c5a7ed49aa3,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.085,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
DIV_v1,PeetCrypto/freqtrade-stuff,DIV_v1:973c0a6981b9,spot_long,repaired,class2,ineligible,long_only,mean_reversion,scalp,simple,trailing+roi,False,False,5m,-0.15,range,False,G0_measured,,,,,RSI
DevilStra,PeetCrypto/freqtrade-stuff,DevilStra:3fd994557200,spot_long,repaired,class1,pending_diagnostics,long_only,trend_following,swing,moderate,roi,False,False,4h,-0.28,bull,True,G0_measured,,,,,SMA
Divergences,PeetCrypto/freqtrade-stuff,Divergences:1ac476980fc0,spot_long,original,,ineligible,long_only,volatility,intraday,moderate,trailing+roi,False,True,1h,-0.1,high_vol,True,G2_is_pos,-91.23,348.67,False,7494,ADX|CCI|EMA|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
DoesNothingStrategy,PeetCrypto/freqtrade-stuff,DoesNothingStrategy:253f1425ab63,spot_long,original,,ineligible,long_only,unclear,scalp,simple,roi,False,False,5m,-0.25,undetermined,False,G0_measured,,,,,
Dracula,PeetCrypto/freqtrade-stuff,Dracula:afbc20276d68,spot_long,repaired,class1,pending_diagnostics,long_only,hybrid,scalp,simple,custom+roi,False,False,1m,-0.2,undetermined,True,G0_measured,,,,,EMA|RSI
Dyna_opti,PeetCrypto/freqtrade-stuff,Dyna_opti:b04a36f48cec,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.28819,bull,False,G0_measured,,,,,ATR|ROC|RSI|bollinger_bands
EMASkipPump,PeetCrypto/freqtrade-stuff,EMASkipPump:1874b03c9de1,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.05,bull,True,G2_is_pos,-96.65,346.34,False,22854,EMA|bollinger_bands
EMAVolume,PeetCrypto/freqtrade-stuff,EMAVolume:d1e8d261e1fe,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,roi,False,False,,-0.2,bull,False,G0_measured,,,,,EMA
EnsembleStrategy,PeetCrypto/freqtrade-stuff,EnsembleStrategy:e7fb1ea9f021,spot_long,original,,ineligible,long_only,unclear,unknown,moderate,custom+roi,False,True,,-0.99,undetermined,False,G0_measured,,,,,
EnsembleStrategyV1,PeetCrypto/freqtrade-stuff,EnsembleStrategyV1:093baefc4abd,spot_long,original,,ineligible,long_only,unclear,unknown,moderate,trailing+roi,False,True,,-0.203,undetermined,False,G0_measured,,,,,
EnsembleStrategyV2,PeetCrypto/freqtrade-stuff,EnsembleStrategyV2:80f309fb73bd,spot_long,original,,ineligible,long_only,unclear,unknown,moderate,custom+trailing+roi,False,True,,-0.148,undetermined,False,G0_measured,,,,,
Ichi,PeetCrypto/freqtrade-stuff,Ichi:87916f286b5d,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,True,15m,-0.2,bull,True,G2_is_pos,-96.71,345.85,False,11067,ichimoku
FRAYSTRAT,PeetCrypto/freqtrade-stuff,FRAYSTRAT:d3196d39dc18,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,trailing+roi,False,True,15m,-0.1,bull,True,G2_is_pos,-96.64,345.85,False,6778,ADX|EMA|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
FrayStratBTC,PeetCrypto/freqtrade-stuff,FrayStratBTC:16634765d8c5,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,trailing+roi,False,True,15m,-0.229,bull,True,G2_is_pos,-96.67,345.85,False,7044,ADX|EMA|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
FiveMinCrossAbove,PeetCrypto/freqtrade-stuff,FiveMinCrossAbove:64f31d591444,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,simple,roi,False,True,5m,-0.99,range,True,G2_is_pos,104.67,346.34,False,1679,RSI
FixedRiskRewardLoss,PeetCrypto/freqtrade-stuff,FixedRiskRewardLoss:642f5a83d4c1,spot_long,original,,ineligible,long_only,volatility,unknown,simple,custom,False,False,,-0.9,high_vol,False,G0_measured,,,,,ATR
FrayLIVEBTC15m,PeetCrypto/freqtrade-stuff,FrayLIVEBTC15m:bf5adb1e910d,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,trailing+roi,False,True,15m,-0.346,bull,True,G2_is_pos,-88.51,345.85,False,3732,EMA|MACD|RSI|SAR|TEMA
NEWTEST15m,PeetCrypto/freqtrade-stuff,NEWTEST15m:073cb8fb26d0,spot_long,original,,ineligible,long_only,volatility,intraday,complex,trailing+roi,False,True,15m,-0.29,high_vol,True,G2_is_pos,-66.69,345.85,False,2037,ADX|EMA|MACD|MFI|RSI|SAR|STOCH|STOCHF|TEMA|bollinger_bands
FrostAuraM115mStrategy,PeetCrypto/freqtrade-stuff,FrostAuraM115mStrategy:e9262b2563ac,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,15m,-0.34316,range,True,G2_is_pos,-96.58,345.85,False,23390,RSI|bollinger_bands
FrostAuraM11hStrategy,PeetCrypto/freqtrade-stuff,FrostAuraM11hStrategy:7efa54048d03,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,1h,-0.40618,range,True,G2_is_pos,-17.3,348.67,False,2041,RSI|bollinger_bands
FrostAuraM21hStrategy,PeetCrypto/freqtrade-stuff,FrostAuraM21hStrategy:e62e94197d80,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,15m,-0.44897,range,True,G2_is_pos,-96.57,345.85,False,11071,RSI|STOCH
FrostAuraM315mStrategy,PeetCrypto/freqtrade-stuff,FrostAuraM315mStrategy:10bba7a00490,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,15m,-0.41114,range,True,G2_is_pos,-74.57,345.85,False,7229,RSI|STOCH|bollinger_bands
FrostAuraM31hStrategy,PeetCrypto/freqtrade-stuff,FrostAuraM31hStrategy:25602b75c668,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,1h,-0.44439,range,True,G2_is_pos,-62.28,348.67,False,1936,RSI|STOCH|bollinger_bands
GodStraNew,PeetCrypto/freqtrade-stuff,GodStraNew:ccd91d678e82,spot_long,repaired,class1,pending_diagnostics,long_only,trend_following,swing,moderate,signal_only,False,False,4h,-1.0,bull,True,G0_measured,,,,,SMA
GodStra,PeetCrypto/freqtrade-stuff,GodStra:1ac32a523ed4,spot_long,original,,ineligible,long_only,unclear,swing,simple,trailing+roi,False,False,12h,-0.34549,undetermined,False,G0_measured,,,,,
